song,link
Alan Walker - Faded,https://pan.quark.cn/s/7756f414c8cd
Wiz Khalifa - See You Again,https://pan.quark.cn/s/95402be7c145
Mark Ronson - Uptown Funk,https://pan.quark.cn/s/af2e9cdf3b9a
GALA - Young For You,https://pan.quark.cn/s/be7a02992a15
The Script - Hall of Fame,https://pan.quark.cn/s/8580ce448f45
Train - 50 Ways to Say Goodbye,https://pan.quark.cn/s/0c681a34b8ca
Passenger - Let Her Go,https://pan.quark.cn/s/9b14f3cf5483
Coldplay - Viva La Vida,https://pan.quark.cn/s/e4110ee46dbf
Joel Hanson - Traveling Light,https://pan.quark.cn/s/d37ddd434544
Shane Filan - Beautiful In White,https://pan.quark.cn/s/a7ba2f0cbcd3
Adam Levine - Lost Stars,https://pan.quark.cn/s/ddf46988c2e0
Shakira - Try Everything,https://pan.quark.cn/s/aa57973562b9
A Fine Frenzy - Almost Lover,https://pan.quark.cn/s/18ddbcf93133
The Downtown Fiction - I Just Wanna Run,https://pan.quark.cn/s/471c37d90c6c
Carpenters - Yesterday Once More,https://pan.quark.cn/s/811a874df177
Coldplay - Everglow,https://pan.quark.cn/s/f43e366fa23b
Coldplay - Yellow,https://pan.quark.cn/s/bbfedd5d3da9
James Blunt - You're Beautiful,https://pan.quark.cn/s/ccf87ac55861
Darin - Be What You Wanna Be,https://pan.quark.cn/s/e43458a3c201
Clean Bandit - Rather Be,https://pan.quark.cn/s/9268d8cfe0ab
Ellie Goulding - Love Me Like You Do,https://pan.quark.cn/s/1cc287a3956d
Walk off the Earth - Summer Vibe,https://pan.quark.cn/s/26b3eddc9188
Flo Rida - Whistle,https://pan.quark.cn/s/78710f2b5f9c
Cam Kelley - Sketch Plane,https://pan.quark.cn/s/cd706d46e236
One Direction - What Makes You Beautiful,https://pan.quark.cn/s/a9a8d224e2cf
Lady A - Need You Now,https://pan.quark.cn/s/49ad9d1a2711
Alexander Klaws - Cry On My Shoulder,https://pan.quark.cn/s/7aa6d46d4768
Nightwish - I Want My Tears Back,https://pan.quark.cn/s/1125cd8cec2d
Lovestoned - Bye Bye Bye,https://pan.quark.cn/s/de417cadaa86
Ingrid Michaelson - Everybody,https://pan.quark.cn/s/ac5c97f65df9
Eagles - Hotel California,https://pan.quark.cn/s/fb8c5e5435a8
Asher Monroe - Here With You,https://pan.quark.cn/s/ea6ad2e5d646
Jason Mraz - I'm Yours,https://pan.quark.cn/s/046c5fae5920
Wild Child - Crazy Bird,https://pan.quark.cn/s/7a2391477c81
Groove Coverage - She,https://pan.quark.cn/s/c31c6f344e83
DAISHI DANCE (ダイシ・ダンス) - Take Me Hand,
Diane Birch - Staring at You,https://pan.quark.cn/s/249e1fa386f9
Anthem Lights - Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,https://pan.quark.cn/s/8a232c43fddd
Fun. - We Are Young,https://pan.quark.cn/s/c920ace99542
Samantha Jade - Soldier,https://pan.quark.cn/s/276d1cb932a1
Calvin Harris - This Is What You Came For,https://pan.quark.cn/s/28a261919c52
Hozier - Take Me to Church,https://pan.quark.cn/s/7ee2f53ba345
Charli xcx - Boom Clap,https://pan.quark.cn/s/9bdc80652203
Justin Timberlake - CAN'T STOP THE FEELING!,https://pan.quark.cn/s/603969194291
John Legend - All of Me,https://pan.quark.cn/s/b5a0050abcb9
Owl City - The Saltwater Room,https://pan.quark.cn/s/979a01cfed55
The Weepies - Gotta Have You,https://pan.quark.cn/s/bfd9c3a17667
Michael Learns To Rock - Take Me to Your Heart,https://pan.quark.cn/s/791ee16f03e4
Bethel Music - It Is Well,https://pan.quark.cn/s/89f5ae9a6fa7
Joan Jett & The Blackhearts - I Hate Myself for Loving You,https://pan.quark.cn/s/f888940e8af9
Gotye - Somebody That I Used to Know,https://pan.quark.cn/s/561bcf69c64a
Shayne Ward - Until You,https://pan.quark.cn/s/e06c35047412
The Rescues - Can't Stand The Rain,https://pan.quark.cn/s/328049dfbbd9
Fifth Harmony - Worth It,https://pan.quark.cn/s/c84639043b87
Coldplay - Adventure Of A Lifetime,https://pan.quark.cn/s/c0231d93c1d3
Ed Sheeran - Thinking Out Loud,https://pan.quark.cn/s/06c88f29794c
P!NK - Just Give Me a Reason,https://pan.quark.cn/s/48d5e3d99840
Lou Bega - Angelina,https://pan.quark.cn/s/4e87f9826623
Céline Dion - My Heart Will Go On,https://pan.quark.cn/s/1d6670999e4b
Ashes Remain - On My Own,https://pan.quark.cn/s/0858da785eca
Ina Wroldsen - I Wanted You,https://pan.quark.cn/s/d03984e72116
Project 46 - Forgettable,https://pan.quark.cn/s/4b275e36b87e
Charlie Puth - We Don't Talk Anymore,https://pan.quark.cn/s/4cda1ab76c0e
Robin Thicke - Blurred Lines,https://pan.quark.cn/s/9e6bd316e38f
Bruno Mars - Marry You,https://pan.quark.cn/s/b96333e1d9c2
Hannah Georgas - Shortie,
Ingrid Michaelson - Time Machine,https://pan.quark.cn/s/9dcae14c47c0
Baha Men - Who Let The Dogs Out,https://pan.quark.cn/s/737dbca0ddcc
Darren Hayes - Creepin' up on You,https://pan.quark.cn/s/dba8caee5574
Charlie Puth - Look At Me Now,https://pan.quark.cn/s/fc6186997cea
Bruno Mars - Lighters,https://pan.quark.cn/s/d3609bf6b661
American Authors - Best Day Of My Life,https://pan.quark.cn/s/1e264469e0db
Bruno Mars - Just the Way You Are,https://pan.quark.cn/s/a8dc45b6b10e
Angie Miller - This Is the Life,https://pan.quark.cn/s/346ddc0a5009
Modern Talking - Brother Louie,https://pan.quark.cn/s/780d92e92232
Five for Fighting - Tuesday,https://pan.quark.cn/s/f16874814702
Major Lazer - Lean On,https://pan.quark.cn/s/ffaf92eb88d6
Westlife - Nothing's Going to Change My Love For You,https://pan.quark.cn/s/19e6f4b1d55c
Megan & Liz - Closer To Me,https://pan.quark.cn/s/88106b87faaf
Russian Red - Fuerteventura,https://pan.quark.cn/s/b3883878c8f9
Charlie Puth - Marvin Gaye,https://pan.quark.cn/s/8411e45f1035
Westlife - My Love,https://pan.quark.cn/s/123a26241f34
Blue - U Make Me Wanna,https://pan.quark.cn/s/0bcca7d6de33
Kelly Clarkson - Stronger (What Doesn't Kill You),https://pan.quark.cn/s/4b75917f3094
Groove Coverage - Far Away From Home,https://pan.quark.cn/s/eff786f5080f
Bon Jovi - It's My Life,https://pan.quark.cn/s/ce9aaf9b5755
Linkin Park - Numb,https://pan.quark.cn/s/708f06319de6
Sam Smith - I'm Not The Only One,
Gavin DeGraw - Fire,https://pan.quark.cn/s/c18cd6b5745c
Daniel Powter - Free Loop,https://pan.quark.cn/s/faf5ba978b4b
Zella Day - East of Eden,https://pan.quark.cn/s/938e7ea5d8a5
Fefe Dobson - Stuttering,https://pan.quark.cn/s/c89f8c5b463c
Adam Lambert - Whataya Want from Me,https://pan.quark.cn/s/2181b0a3bfda
John The Whistler - Wild Wild Web,https://pan.quark.cn/s/a8466f0578f0
Robbie Williams - Better Man,https://pan.quark.cn/s/5f9e4d8ba5d6
Katy Perry - Firework,
Lady Gaga - Poker Face,https://pan.quark.cn/s/99f170e333e0
M2M - The Day You Went Away,https://pan.quark.cn/s/d2d30a02b77e
Michael Jackson - You Are Not Alone,https://pan.quark.cn/s/77656fcba3cd
Neo Retros - Battles and Wastelands,https://pan.quark.cn/s/dcd9f7c51d7c
Maria Arredondo - Burning,https://pan.quark.cn/s/77ef48da8ec9
Lenka - The Show,https://pan.quark.cn/s/908b9de78852
Hello Saferide - Long Lost Penpal,https://pan.quark.cn/s/2e97b578b847
Matt Cab - Sing You To Sleep,https://pan.quark.cn/s/df690c6314ac
911 - I Do,https://pan.quark.cn/s/7de47cbce6d7
Ellie Goulding - Lights,
Teddy Thompson - I Don't Want To Say Goodbye,https://pan.quark.cn/s/b94cc74f09d5
Vox Angeli - New Soul,https://pan.quark.cn/s/c2bd5ddd42ff
Who Is Fancy - Goodbye,https://pan.quark.cn/s/4fb0c7157ad3
Adam Lambert - Outlaws of Love,https://pan.quark.cn/s/c6ba31826fda
Imagine Dragons - Radioactive,https://pan.quark.cn/s/a850161e181a
Britney Spears - Make Me...,https://pan.quark.cn/s/85dd54197d4c
Sanna Nielsen - Undo,https://pan.quark.cn/s/4945fbc2a7bb
Katy Perry - Rise,https://pan.quark.cn/s/d9f628cdf7f8
Lukas Graham - 7 Years,https://pan.quark.cn/s/54bb0a895b7e
Pharrell Williams - Happy,https://pan.quark.cn/s/ef960faae8ad
Backstreet Boys - As Long As You Love Me,https://pan.quark.cn/s/422410f09808
Justin Bieber - Baby,https://pan.quark.cn/s/ffb1a27f4b07
Lenka - Trouble Is A Friend,https://pan.quark.cn/s/41f0a2a100e0
Green Day - Wake Me Up When September Ends,https://pan.quark.cn/s/cc456a3ec0db
Sweetbox - Don't push me,https://pan.quark.cn/s/89aa9488f1f3
Jibbs - Chain Hang Low,https://pan.quark.cn/s/9c472d9281c7
Green Day - 21 Guns,https://pan.quark.cn/s/d55d57180691
Ylvis - The Fox,https://pan.quark.cn/s/972cd1929a36
Avril Lavigne - Innocence,https://pan.quark.cn/s/04a42d4ae75c
Bruno Mars - The Lazy Song,https://pan.quark.cn/s/50a937734ad7
Westlife - Seasons in the Sun,https://pan.quark.cn/s/f01b280e4d89
Kelly Clarkson - Because of You,https://pan.quark.cn/s/9e85e0f1c507
Avicii - Waiting For Love,https://pan.quark.cn/s/426bb892a8bf
MIKA - Relax (Take It Easy),
Haley Bennett - Way Back Into Love,
Delacey - Dream It Possible,https://pan.quark.cn/s/043e46779a89
The Chainsmokers - Don't Let Me Down,https://pan.quark.cn/s/1b00440eef34
Sia - Cheap Thrills,https://pan.quark.cn/s/5dd317181b3c
Akon - Right Now (Na Na Na),https://pan.quark.cn/s/d5090cb6ba46
Groove Coverage - God Is a Girl,https://pan.quark.cn/s/0bbf8e9cb932
Adele - Rolling in the Deep,https://pan.quark.cn/s/4e7da9ebcdd8
Eminem - Love The Way You Lie,https://pan.quark.cn/s/fa8bc0491fd5
Idina Menzel - Let It Go,https://pan.quark.cn/s/4e833445f738
M2M - Pretty Boy,https://pan.quark.cn/s/3a9d1f6d0053
Kesha - TiK ToK,https://pan.quark.cn/s/3890d2c46e31
Katy Perry - Roar,https://pan.quark.cn/s/d3deadea9f62
Jessie J - Price Tag,https://pan.quark.cn/s/3fe5a36db60e
Calvin Harris - Outside,https://pan.quark.cn/s/51d43365a759
Selena Gomez - I Want You To Know,https://pan.quark.cn/s/cd96eafdfa56
Lainey Lou - Oceanside,https://pan.quark.cn/s/df76e9c1dc80
Lady Gaga - Bad Romance,https://pan.quark.cn/s/c53ebfda8c54
B.o.B - Nothin' On You,
Bruno Mars - Treasure,https://pan.quark.cn/s/e4310aa7188b
Emilia Rydberg - Big Big World,https://pan.quark.cn/s/f8b0fd46d699
twenty one pilots - Stressed Out,https://pan.quark.cn/s/0cd1702bb664
The Band Perry - If I Die Young,https://pan.quark.cn/s/5644e0df4e24
The Mamas - California Dreaming,https://pan.quark.cn/s/0163f3fc4ff9
Ed Sheeran - Shape of You,https://pan.quark.cn/s/1af0742f36ac
DNCE - Cake by the Ocean,
Jake Miller - Rumors,https://pan.quark.cn/s/893fbb54ba78
The Chainsmokers - All We Know,https://pan.quark.cn/s/2f39a4741b0d
史蒂文·黄 - Before You Break My Heart,https://pan.quark.cn/s/4900c97496d0
Linkin Park - Heavy (feat. Kiiara),https://pan.quark.cn/s/b2006669daaa
The Chainsmokers - Something Just Like This,https://pan.quark.cn/s/1dafb150a93f
Linkin Park - Battle Symphony,https://pan.quark.cn/s/891c6dae0e89
G-Eazy - Good Life,https://pan.quark.cn/s/3b654a3b6e9c
Owl City - Unbelievable,https://pan.quark.cn/s/88719eee3e36
Lana Del Rey - Summertime Sadness,https://pan.quark.cn/s/719239355583
Lana Del Rey - Lust For Life,https://pan.quark.cn/s/778dd7223842
Charlie Puth - Attention,https://pan.quark.cn/s/96181a8845ef
Bodhi Jones - Oh Father,https://pan.quark.cn/s/d3a5cc32491c
The Chainsmokers - Closer,https://pan.quark.cn/s/f2fc39f6675b
Aziatix - So Incredible,https://pan.quark.cn/s/fd04a6e05ebe
Dami Im - Smile,https://pan.quark.cn/s/5b6acd703b8f
Lovestoned - Thursdays,https://pan.quark.cn/s/74463dadce45
K'naan - Wavin' Flag,https://pan.quark.cn/s/3460c50503bf
David Guetta - Light My Body Up (feat. Nicki Minaj & Lil Wayne),
Leanne & Naara - Again,
P!NK - Bad Influence,
Fifth Harmony - Down,
Ne-Yo - So Sick,https://pan.quark.cn/s/dc531a972ad3
Haroula Rose - Free to Be Me,
Sia - I'm In Here,https://pan.quark.cn/s/864fdacc1eb2
Zee Avi - I Am Me Once More,https://pan.quark.cn/s/94bed0f9b022
Tamas Wells - A Riddle,
Kiiara - Gold,
Sing Street - Up,https://pan.quark.cn/s/8368fa0d5fae
Brad Paisley - Letter to Me,https://pan.quark.cn/s/e2299bbae904
INXS - Beautiful Girl,
Cody Simpson - La Da Dee,
Shawn Mendes - Treat You Better,
Hailee Steinfeld - Starving,
Cody Simpson - Summertime of Our Lives,https://pan.quark.cn/s/f0c0ac6ee66d
Eliza Doolittle - Big City,
Lady A - Just A Kiss,https://pan.quark.cn/s/801b85342ffa
Jedward - Give It Up,
John Mamann - Love Life,
Avril Lavigne - Here's To Never Growing Up,https://pan.quark.cn/s/30a4d1958556
Kygo - It Ain't Me,https://pan.quark.cn/s/ecdacc80d9a9
Brooke Candy - Living Out Loud,
Tinashe - All Hands On Deck,https://pan.quark.cn/s/f5d87712a17b
Kris Allen - Better with You,https://pan.quark.cn/s/850917890fdf
Major Lazer - Cold Water (feat. Justin Bieber & MØ),
"Lil Wayne - Sucker for Pain (with Logic, Ty Dolla $ign & X Ambassadors)",https://pan.quark.cn/s/516983c9f76e
Anthem Lights - Love You Like the Movies,https://pan.quark.cn/s/88714798da14
Alok - Hear Me Now (feat. Zeeba),https://pan.quark.cn/s/b00868770187
Maroon 5 - Makes Me Wonder,https://pan.quark.cn/s/c234be81a8d0
Cassadee Pope - I Am Invincible,
Sam Tsui - Immortals / Centuries Mashup,
Victoria Duffield - Save Me,
Alex G - Daylight,
Hilary Duff - Sparks,https://pan.quark.cn/s/a4d739f8c85c
Christopher - Told You So,https://pan.quark.cn/s/ecd872c8c691
Smiley - Stupid Man,https://pan.quark.cn/s/b97eb8241afd
Delia Maxine - Baby I,
Befour - HowDoYouDo?,https://pan.quark.cn/s/909542ceebac
Adam Lambert - The Light,
Adam Lambert - Rumors (feat. Tove Lo),https://pan.quark.cn/s/2181b0a3bfda
Adam Lambert - The Original High,https://pan.quark.cn/s/7dfc4a7e4651
J-Hype - Talk My Way Out of It,https://pan.quark.cn/s/c56b6bd12e08
Farruko - Intimidad,
Smiley - Dead Man Walking,
Smiley - Criminal,
Alessia - Por Favor,
Eva Simons - Policeman,
KC & the Sunshine Band - Give It Up,https://pan.quark.cn/s/9e85e0f1c507
Jake Nauta - Back in Time,
Florida Georgia Line - H.O.L.Y.,https://pan.quark.cn/s/ec99941a50da
Jewel - Intuition,https://pan.quark.cn/s/e4d11d024aa9
Olly Murs - C'mon C'mon,https://pan.quark.cn/s/a303dc4c577a
Carpenters - Top Of The World,https://pan.quark.cn/s/04ca35fadfce
Mike Perry - The Ocean,https://pan.quark.cn/s/08136003b71d
Noah And The Whale - 5 Years Time,https://pan.quark.cn/s/1f63c977a0e5
The Weeknd - Can't Feel My Face,https://pan.quark.cn/s/3c9cc51b869e
Selena Gomez - Kill Em With Kindness,
Christopher - Take Me Back,https://pan.quark.cn/s/a445b4ef0448
"Vengaboys - Boom, Boom, Boom, Boom",https://pan.quark.cn/s/42e79528400e
Pentatonix - Rather Be,https://pan.quark.cn/s/63f33a8b7321
Emily Hearn - Gotta Have Him,
Christina Perri - be my forever,https://pan.quark.cn/s/c3c726f6c1cd
Melanie Penn - Ordinary Day,https://pan.quark.cn/s/bd4f2764f513
Ingrid Michaelson - Be OK,
Regina Spektor - Don't Leave Me (Ne Me Quitte Pas),https://pan.quark.cn/s/134279b933bf
Minnutes - Discover,https://pan.quark.cn/s/1ae6a7d08ac8
Kelly Clarkson - Heartbeat Song,https://pan.quark.cn/s/c4313dac9f6f
Bean - Rollercoaster,https://pan.quark.cn/s/58b3c4ab267b
Zee Avi - Just You And Me,
Sarah Harmer - One Match,https://pan.quark.cn/s/97f37229ddd8
Louisa Wendorff - Blank Space / Style,
Bertie Higgins - Casablanca,https://pan.quark.cn/s/d1493b8c4823
Justin Timberlake - SexyBack,https://pan.quark.cn/s/8142259bf0b5
Colbie Caillat - Fallin' For You,https://pan.quark.cn/s/5f8793fc26f1
Aqua - Barbie Girl,https://pan.quark.cn/s/53041e731558
Colbie Caillat - Goldmine,
Joshua Hyslop - The Flood,https://pan.quark.cn/s/51776afa1b36
Joshua Hyslop - Let It Go,
Trademark - Only Love,https://pan.quark.cn/s/4e94d4338917
Lovebugs - Everybody Knows I Love You,https://pan.quark.cn/s/d06645002070
Donna Lewis - I Could Be the One,https://pan.quark.cn/s/60229c8a6757
Kesha - Crazy Kids,https://pan.quark.cn/s/c9dd2b90033c
Robin Jackson - Roses and Gold,https://pan.quark.cn/s/0ce51e655c5f
twenty one pilots - Heathens,https://pan.quark.cn/s/8ddac4d825d3
Noel Toto - Pam Pam,https://pan.quark.cn/s/e15cbe219848
Naughty Boy - La La La,https://pan.quark.cn/s/cb7935fc4a29
Lily Allen - F**k You,https://pan.quark.cn/s/cdc458277a9b
Baptiste Giabiconi - New York,https://pan.quark.cn/s/fe420a250703
Eminem - The Monster,https://pan.quark.cn/s/b1cfd654c666
Vengaboys - Shalala Lala,https://pan.quark.cn/s/3d64bcae6729
Lovestoned - Rising Girl,https://pan.quark.cn/s/0c4a8e3c6828
Colbie Caillat - The Little Things,
Westlife - When I'm With You,https://pan.quark.cn/s/51829bb98a99
Rihanna - Take A Bow,https://pan.quark.cn/s/cfa5a1618dd5
M80 - Feeling U,https://pan.quark.cn/s/951d63697a39
Ne-Yo - Mad,https://pan.quark.cn/s/cdee58e76e76
Magic! - Rude,https://pan.quark.cn/s/9ef9fe6d5d44
Maroon 5 - One More Night,https://pan.quark.cn/s/f48b57f1fb82
Owl City - Vanilla Twilight,https://pan.quark.cn/s/515dc0625b82
Owl City - The Technicolor Phase,https://pan.quark.cn/s/255632e68f23
Owl City - Hello Seattle,
Jack Johnson - Never Know,https://pan.quark.cn/s/390a95100702
Owl City - You’re Not Alone,https://pan.quark.cn/s/b8e55591c991
Leona Lewis - Better In Time,https://pan.quark.cn/s/4b1031cc8107
Bruno Mars - Count On Me,https://pan.quark.cn/s/28f6cb72e500
Bruno Mars - The Other Side,https://pan.quark.cn/s/c8d510a326d2
Dana Winner - Moonlight Shadow,https://pan.quark.cn/s/82c3d166e21a
Overground - One For Da Money,https://pan.quark.cn/s/772491a367b2
Serebro - Mi Mi Mi,https://pan.quark.cn/s/c0f55dcefa29
Dillon Francis - Get Low,https://pan.quark.cn/s/7be4bb8533f2
Darin - What if,https://pan.quark.cn/s/17f0e915c5ed
Dido - Thank You,https://pan.quark.cn/s/ac113b338ad5
One Direction - Live While We're Young,https://pan.quark.cn/s/44f4faafcf86
Hailey Rowe - My Boyfriend Is Gay,https://pan.quark.cn/s/95130dd82166
Jack Johnson - Better Together,
Jewel - I Love You Forever,https://pan.quark.cn/s/bdd3f042515b
Rihanna - Only Girl (In The World),https://pan.quark.cn/s/883915865b79
Alex G - Butterflies,https://pan.quark.cn/s/23c020fbb7bb
Miley Cyrus - Wrecking Ball,https://pan.quark.cn/s/b63af41f28fc
Shake Shake Go - England Skies,https://pan.quark.cn/s/e7be51fe9c40
Selena Gomez & The Scene - Love You Like A Love Song,
Black Eyed Peas - Boom Boom Pow,https://pan.quark.cn/s/b4d5da424d53
Pitbull - DJ Got Us Fallin' In Love,https://pan.quark.cn/s/2ae642770c1b
Britney Spears - Till The World Ends,https://pan.quark.cn/s/a747a3d88b03
Arash - Broken Angel (feat. Helena),https://pan.quark.cn/s/c30380c699d8
Angela Ammons - Always Getting Over You,https://pan.quark.cn/s/25250a68bd27
Rihanna - We Found Love,https://pan.quark.cn/s/c5c8f81ab68b
Kelly Rowland - Dilemma,https://pan.quark.cn/s/45cf7bb8a197
Lindsey Ray - Better Off,https://pan.quark.cn/s/3005adbf76e8
Linkin Park - Leave Out All The Rest,https://pan.quark.cn/s/4e3c2ed4ccb3
Lil Jon - Yeah!,https://pan.quark.cn/s/8dd2c309a8b6
Jonas Brothers - A Little Bit Longer,
Rosie Thomas - If This City Never Sleeps,
Lenka - You Will be Mine,https://pan.quark.cn/s/c7958665c1ad
Lenka - Heart to the Party,
Taio Cruz - Break Your Heart,https://pan.quark.cn/s/cfea76f131a3
Declan Galbraith - Tell Me Why,https://pan.quark.cn/s/a0f7f97a04fa
Colbie Caillat - Bubbly,https://pan.quark.cn/s/a6ec6b73a4e1
Meghan Trainor - All About That Bass,https://pan.quark.cn/s/1ec51d8081cb
Kacey Musgraves - Step Off,https://pan.quark.cn/s/c710032d342e
Craig David - Don't Love You No More (I'm Sorry),https://pan.quark.cn/s/db77dafb4151
Alyssa Reid - Without You,https://pan.quark.cn/s/b00e10e88b79
Enrique Iglesias - Ring My Bells,https://pan.quark.cn/s/f69ba7e5ccb9
Ariana Grande - Problem,https://pan.quark.cn/s/f71c8e1b2c92
Kesha - Blow,https://pan.quark.cn/s/e5cc5a949bee
Colby O'Donis - Just Dance,https://pan.quark.cn/s/ce4039b18748
Samantha Mumba - Always Come Back To Your Love,https://pan.quark.cn/s/144c6b19e69c
Michael Jackson - Beat It,https://pan.quark.cn/s/236163e67e9f
Michael Jackson - This Is It,https://pan.quark.cn/s/d153b514b920
Mariah Carey - I Stay In Love,https://pan.quark.cn/s/c3a078affed2
Matt Wertz - Somebody New,
Mariah Carey - Bye Bye,https://pan.quark.cn/s/d837bc878292
Akon - Lonely,
Don McLean - Vincent,
Crazy Frog - Daddy DJ,https://pan.quark.cn/s/5afda3e1ebc6
The Cascades - Rhythm of the Rain,https://pan.quark.cn/s/0c00db311637
Czarina - I Miss You,https://pan.quark.cn/s/ecf7c634d928
Queen - We Will Rock You,https://pan.quark.cn/s/bca0f430086a
Sarah Connor - Christmas In My Heart,https://pan.quark.cn/s/83099107f436
Whitney Houston - I Didn't Know My Own Strength,https://pan.quark.cn/s/c2fe007d0f9a
Gareth Gates - Anyone of Us (Stupid Mistake),https://pan.quark.cn/s/242bed86432a
Mariah Carey - You're Mine(Eternal),https://pan.quark.cn/s/867324836bd7
Judy Collins - Norwegian Wood,
Backstreet Boys - I Want It That Way,https://pan.quark.cn/s/f25ab952097e
Shakira - Waka Waka,https://pan.quark.cn/s/dc7c4a51406b
Sarah Connor - Wait 'Til You Hear From Me,
Sunstroke Project - Run Away,https://pan.quark.cn/s/bb56d0e64192
Justin Bieber - Boyfriend,https://pan.quark.cn/s/8fc68175caac
Sarah Connor - Just One Last Dance,https://pan.quark.cn/s/98c12e287e7f
Britney Spears - ...Baby One More Time,https://pan.quark.cn/s/8cdbc18b5939
Paula DeAnda - Why Would I Ever,https://pan.quark.cn/s/d7d9c069e556
Deep System - Tonight,
Jason Derulo - Wiggle,https://pan.quark.cn/s/7d489b35ce6f
Amy Diamond - Heartbeats,https://pan.quark.cn/s/931460ca1986
Q;indivi (キュー・インディヴィ) - Last Christmas,
Backstreet Boys - Show Me the Meaning of Being Lonely,https://pan.quark.cn/s/9cb221ca2c85
Git Fresh - Booty Music,https://pan.quark.cn/s/6834b0214110
Maxwell - It's Ok,https://pan.quark.cn/s/f520956cd2e5
INNA - Bad Boys,
Tone Damli - Stupid,https://pan.quark.cn/s/6831767d7fd2
Adele - Someone Like You,https://pan.quark.cn/s/15ae6fc2042e
ILLENIUM - Mine,https://pan.quark.cn/s/1ab9672855a1
Conor Maynard - Faded,https://pan.quark.cn/s/c32f71d0ad07
Matt B - Color Blind,https://pan.quark.cn/s/d4fcb5fe499a
Joel Adams - Please Don't Go,https://pan.quark.cn/s/29040808be28
Adele - Send My Love(To Your New Lover),https://pan.quark.cn/s/694e90ffd13f
Allie X - Thats So Us,
Shaun Reynolds - All Of Me/Say Something,
Glenna - Shutterbug,https://pan.quark.cn/s/647881a3d4ba
Luna Shadows - Cry Wolf,https://pan.quark.cn/s/e97d607194e9
Sigma - Changing,https://pan.quark.cn/s/f1b666771a83
DJ Tik Tok - Blank Space,
Sarina Paris - So I Wait,
Audrianna Cole - You've Got My Heart,
Scott & Brendo - Skyward,https://pan.quark.cn/s/35133042c0f6
Sarina Paris - Just About Enough,https://pan.quark.cn/s/e262114f9eed
Adele - Chasing Pavements,https://pan.quark.cn/s/bc3242d5184d
Adele - Set Fire to the Rain,https://pan.quark.cn/s/36698448e8b3
SONSOFDAY - Oceans Deep,https://pan.quark.cn/s/31c81c3d94a0
Lost Frequencies - Are You With Me,https://pan.quark.cn/s/ac235d0f40ca
Lost Frequencies - Reality,https://pan.quark.cn/s/af992300d3aa
Jasmine Thompson - Let Her Go,https://pan.quark.cn/s/1f2b76b4e912
Alan Walker - Hymn For The Weekend,https://pan.quark.cn/s/43cd74df2d6b
Sarina Paris - The Single Life,https://pan.quark.cn/s/dd6e950ef758
Lenka - Stuck Like Glue,
Chris Thrace - Tick Tac,
Fool's Garden - Lemon Tree,https://pan.quark.cn/s/13866db2e4b4
Besa - Amelia,
Hillsong Young & Free - Wake,
Boyce Avenue - We Can't Stop,https://pan.quark.cn/s/2d948599cc49
Galen Crew - Sleepyhead,https://pan.quark.cn/s/27146d8bf234
Emma Stevens - A Place Called You,
MAX - Love Me Like You Do,
MADILYN - Red Ribbon,https://pan.quark.cn/s/90f26a5d889a
Tamas Wells - Valder Fields,https://pan.quark.cn/s/10d398228148
MADILYN - Maps,https://pan.quark.cn/s/90f26a5d889a
MADILYN - Safe And Sound,
Fifth Harmony - Work From Home,https://pan.quark.cn/s/42e19f2c2ae5
Rihanna - S&M Remix,
Mike Posner - I Took a Pill in Ibiza,https://pan.quark.cn/s/24530138dccf
Earphones - Primetime-Sexcrime,
Cq (Steen Hansen) - Deep Love,
"Geo Da Silva - I Love U, Baby",
